file,split,detection_class,detection_id,morphology_class,morphology_id,bbox_xyxy
train/train_000150.jpg,train,Humerus,3,Avulsion,0,"98,150,146,167"
train/train_000151.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"120,121,156,141"
train/train_000152.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"117,121,153,141"
train/train_000153.jpg,train,Wrist Positive,6,Pathological,8,"101,159,143,175"
train/train_000154.jpg,train,Elbow Positive,0,Greenstick,3,"118,71,154,89"
train/train_000155.jpg,train,Fingers Positive,1,Comminuted,1,"93,82,155,98"
train/train_000156.jpg,train,Forearm Fracture,2,Oblique,7,"117,116,167,156"
train/train_000157.jpg,train,Humerus,3,Impacted,5,"112,106,162,124"
train/train_000158.jpg,train,Humerus Fracture,4,Avulsion,0,"100,94,150,113"
train/train_000159.jpg,train,Shoulder Fracture,5,Greenstick,3,"127,156,163,176"
train/train_000160.jpg,train,Wrist Positive,6,Comminuted,1,"96,132,138,148"
train/train_000161.jpg,train,Elbow Positive,0,Spiral,9,"90,146,148,186"
train/train_000162.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"88,106,142,126"
train/train_000163.jpg,train,Forearm Fracture,2,Avulsion,0,"95,144,163,166"
train/train_000164.jpg,train,Humerus,3,Greenstick,3,"103,66,141,87"
train/train_000165.jpg,train,Humerus Fracture,4,Spiral,9,"96,92,134,132"
train/train_000166.jpg,train,Shoulder Fracture,5,Pathological,8,"106,100,152,121"
train/train_000167.jpg,train,Wrist Positive,6,Oblique,7,"94,93,152,133"
train/train_000168.jpg,train,Elbow Positive,0,Comminuted,1,"102,84,148,100"
train/train_000169.jpg,train,Fingers Positive,1,Impacted,5,"104,158,152,180"
train/train_000170.jpg,train,Forearm Fracture,2,Pathological,8,"109,105,149,125"
train/train_000171.jpg,train,Humerus,3,Hairline,4,"86,109,148,128"
train/train_000172.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"112,94,176,116"
train/train_000173.jpg,train,Shoulder Fracture,5,Avulsion,0,"94,154,144,176"
train/train_000174.jpg,train,Wrist Positive,6,Comminuted,1,"117,100,159,116"
train/train_000175.jpg,train,Elbow Positive,0,Longitudinal,6,"137,103,153,191"
train/train_000176.jpg,train,Fingers Positive,1,Oblique,7,"105,107,157,147"
train/train_000177.jpg,train,Forearm Fracture,2,Longitudinal,6,"130,115,146,191"
train/train_000178.jpg,train,Humerus,3,Spiral,9,"101,59,143,99"
train/train_000179.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"106,123,166,144"
train/train_000180.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"109,106,149,123"
train/train_000181.jpg,train,Wrist Positive,6,Greenstick,3,"100,125,160,142"
train/train_000182.jpg,train,Elbow Positive,0,Impacted,5,"120,106,170,125"
train/train_000183.jpg,train,Fingers Positive,1,Oblique,7,"90,75,152,115"
train/train_000184.jpg,train,Forearm Fracture,2,Oblique,7,"119,139,157,179"
train/train_000185.jpg,train,Humerus,3,Oblique,7,"114,100,166,140"
train/train_000186.jpg,train,Humerus Fracture,4,Longitudinal,6,"133,81,149,169"
train/train_000187.jpg,train,Shoulder Fracture,5,Comminuted,1,"107,109,179,125"
train/train_000188.jpg,train,Wrist Positive,6,Comminuted,1,"110,105,182,121"
train/train_000189.jpg,train,Elbow Positive,0,Longitudinal,6,"113,139,129,213"
train/train_000190.jpg,train,Fingers Positive,1,Greenstick,3,"85,135,141,152"
train/train_000191.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"101,79,169,96"
train/train_000192.jpg,train,Humerus,3,Oblique,7,"115,75,157,115"
train/train_000193.jpg,train,Humerus Fracture,4,Impacted,5,"107,159,159,180"
train/train_000194.jpg,train,Shoulder Fracture,5,Oblique,7,"121,113,157,153"
train/train_000195.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"103,131,157,152"
train/train_000196.jpg,train,Elbow Positive,0,Pathological,8,"122,111,166,130"
train/train_000197.jpg,train,Fingers Positive,1,Greenstick,3,"107,95,171,116"
train/train_000198.jpg,train,Forearm Fracture,2,Comminuted,1,"110,79,162,95"
train/train_000199.jpg,train,Humerus,3,Hairline,4,"122,64,166,83"
train/train_000200.jpg,train,Humerus Fracture,4,Pathological,8,"122,166,168,188"
train/train_000201.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"127,156,165,173"
train/train_000202.jpg,train,Wrist Positive,6,Comminuted,1,"118,88,168,104"
train/train_000203.jpg,train,Elbow Positive,0,Longitudinal,6,"116,102,132,184"
train/train_000204.jpg,train,Fingers Positive,1,Avulsion,0,"104,118,160,137"
train/train_000205.jpg,train,Forearm Fracture,2,Impacted,5,"104,139,164,156"
train/train_000206.jpg,train,Humerus,3,Impacted,5,"100,104,142,125"
train/train_000207.jpg,train,Humerus Fracture,4,Greenstick,3,"102,141,136,161"
train/train_000208.jpg,train,Shoulder Fracture,5,Longitudinal,6,"125,87,141,147"
train/train_000209.jpg,train,Wrist Positive,6,Greenstick,3,"120,58,162,80"
train/train_000210.jpg,train,Elbow Positive,0,Comminuted,1,"91,126,135,142"
train/train_000211.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"96,167,158,183"
train/train_000212.jpg,train,Forearm Fracture,2,Longitudinal,6,"112,34,128,142"
train/train_000213.jpg,train,Humerus,3,Longitudinal,6,"116,34,132,126"
train/train_000214.jpg,train,Humerus Fracture,4,Pathological,8,"96,109,152,131"
train/train_000215.jpg,train,Shoulder Fracture,5,Hairline,4,"113,98,155,118"
train/train_000216.jpg,train,Wrist Positive,6,Oblique,7,"104,99,140,139"
train/train_000217.jpg,train,Elbow Positive,0,Avulsion,0,"99,124,141,146"
train/train_000218.jpg,train,Fingers Positive,1,Greenstick,3,"101,82,149,101"
train/train_000219.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"88,157,148,177"
train/train_000220.jpg,train,Humerus,3,Avulsion,0,"90,133,146,152"
train/train_000221.jpg,train,Humerus Fracture,4,Avulsion,0,"113,110,163,126"
train/train_000222.jpg,train,Shoulder Fracture,5,Spiral,9,"105,103,161,143"
train/train_000223.jpg,train,Wrist Positive,6,Hairline,4,"128,79,164,97"
train/train_000224.jpg,train,Elbow Positive,0,Pathological,8,"96,100,134,119"
train/train_000225.jpg,train,Fingers Positive,1,Impacted,5,"105,168,145,185"
train/train_000226.jpg,train,Forearm Fracture,2,Impacted,5,"113,158,179,176"
train/train_000227.jpg,train,Humerus,3,Longitudinal,6,"138,81,154,157"
train/train_000228.jpg,train,Humerus Fracture,4,Avulsion,0,"101,116,153,136"
train/train_000229.jpg,train,Shoulder Fracture,5,Comminuted,1,"118,149,162,165"
train/train_000230.jpg,train,Wrist Positive,6,Spiral,9,"95,83,135,123"
train/train_000231.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"97,117,131,134"
train/train_000232.jpg,train,Fingers Positive,1,Pathological,8,"123,128,165,150"
train/train_000233.jpg,train,Forearm Fracture,2,Greenstick,3,"118,109,154,126"
train/train_000234.jpg,train,Humerus,3,Impacted,5,"109,128,143,149"
train/train_000235.jpg,train,Humerus Fracture,4,Impacted,5,"94,136,128,158"
train/train_000236.jpg,train,Shoulder Fracture,5,Avulsion,0,"102,101,140,122"
train/train_000237.jpg,train,Wrist Positive,6,Avulsion,0,"97,100,157,117"
train/train_000238.jpg,train,Elbow Positive,0,Avulsion,0,"112,167,154,185"
train/train_000239.jpg,train,Fingers Positive,1,Pathological,8,"101,112,143,130"
train/train_000240.jpg,train,Forearm Fracture,2,Longitudinal,6,"120,130,136,184"
train/train_000241.jpg,train,Humerus,3,Oblique,7,"90,74,130,114"
train/train_000242.jpg,train,Humerus Fracture,4,Hairline,4,"89,139,137,155"
train/train_000243.jpg,train,Shoulder Fracture,5,Pathological,8,"95,135,149,156"
train/train_000244.jpg,train,Wrist Positive,6,Longitudinal,6,"109,75,125,157"
train/train_000245.jpg,train,Elbow Positive,0,Hairline,4,"108,117,152,138"
train/train_000246.jpg,train,Fingers Positive,1,Avulsion,0,"95,166,133,183"
train/train_000247.jpg,train,Forearm Fracture,2,Avulsion,0,"92,131,130,148"
train/train_000248.jpg,train,Humerus,3,Fracture-Dislocation,2,"101,74,141,93"
train/train_000249.jpg,train,Humerus Fracture,4,Oblique,7,"97,119,149,159"
train/train_000250.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"108,84,144,105"
train/train_000251.jpg,train,Wrist Positive,6,Comminuted,1,"92,114,156,130"
train/train_000252.jpg,train,Elbow Positive,0,Comminuted,1,"101,150,141,166"
train/train_000253.jpg,train,Fingers Positive,1,Greenstick,3,"106,61,166,78"
train/train_000254.jpg,train,Forearm Fracture,2,Impacted,5,"119,142,153,160"
train/train_000255.jpg,train,Humerus,3,Comminuted,1,"92,100,140,116"
train/train_000256.jpg,train,Humerus Fracture,4,Spiral,9,"103,113,153,153"
train/train_000257.jpg,train,Shoulder Fracture,5,Spiral,9,"120,141,168,181"
train/train_000258.jpg,train,Wrist Positive,6,Pathological,8,"101,160,163,180"
train/train_000259.jpg,train,Elbow Positive,0,Pathological,8,"92,97,138,118"
train/train_000260.jpg,train,Fingers Positive,1,Pathological,8,"97,108,169,128"
train/train_000261.jpg,train,Forearm Fracture,2,Spiral,9,"119,88,153,128"
train/train_000262.jpg,train,Humerus,3,Fracture-Dislocation,2,"100,156,146,175"
train/train_000263.jpg,train,Humerus Fracture,4,Comminuted,1,"111,162,145,178"
train/train_000264.jpg,train,Shoulder Fracture,5,Avulsion,0,"107,137,147,159"
train/train_000265.jpg,train,Wrist Positive,6,Pathological,8,"79,151,149,170"
train/train_000266.jpg,train,Elbow Positive,0,Spiral,9,"96,110,146,150"
train/train_000267.jpg,train,Fingers Positive,1,Greenstick,3,"121,85,157,104"
train/train_000268.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"113,99,167,119"
train/train_000269.jpg,train,Humerus,3,Oblique,7,"107,128,157,168"
train/train_000270.jpg,train,Humerus Fracture,4,Greenstick,3,"87,102,153,120"
train/train_000271.jpg,train,Shoulder Fracture,5,Comminuted,1,"109,115,149,131"
train/train_000272.jpg,train,Wrist Positive,6,Greenstick,3,"124,111,168,127"
train/train_000273.jpg,train,Elbow Positive,0,Comminuted,1,"99,113,139,129"
train/train_000274.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"91,120,133,140"
train/train_000275.jpg,train,Forearm Fracture,2,Pathological,8,"85,128,147,148"
train/train_000276.jpg,train,Humerus,3,Greenstick,3,"101,114,147,135"
train/train_000277.jpg,train,Humerus Fracture,4,Longitudinal,6,"115,137,131,203"
train/train_000278.jpg,train,Shoulder Fracture,5,Longitudinal,6,"118,91,134,171"
train/train_000279.jpg,train,Wrist Positive,6,Greenstick,3,"103,107,141,127"
train/train_000280.jpg,train,Elbow Positive,0,Avulsion,0,"104,69,150,89"
train/train_000281.jpg,train,Fingers Positive,1,Comminuted,1,"122,84,162,100"
train/train_000282.jpg,train,Forearm Fracture,2,Greenstick,3,"116,168,164,186"
train/train_000283.jpg,train,Humerus,3,Longitudinal,6,"119,69,135,145"
train/train_000284.jpg,train,Humerus Fracture,4,Longitudinal,6,"103,63,119,155"
train/train_000285.jpg,train,Shoulder Fracture,5,Oblique,7,"109,72,151,112"
train/train_000286.jpg,train,Wrist Positive,6,Hairline,4,"126,83,166,105"
train/train_000287.jpg,train,Elbow Positive,0,Greenstick,3,"89,119,137,138"
train/train_000288.jpg,train,Fingers Positive,1,Spiral,9,"93,126,137,166"
train/train_000289.jpg,train,Forearm Fracture,2,Impacted,5,"95,113,139,133"
train/train_000290.jpg,train,Humerus,3,Hairline,4,"105,142,161,162"
train/train_000291.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"84,91,140,112"
train/train_000292.jpg,train,Shoulder Fracture,5,Avulsion,0,"99,119,133,141"
train/train_000293.jpg,train,Wrist Positive,6,Hairline,4,"113,137,165,156"
train/train_000294.jpg,train,Elbow Positive,0,Hairline,4,"119,96,153,114"
train/train_000295.jpg,train,Fingers Positive,1,Spiral,9,"118,120,156,160"
train/train_000296.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"118,103,154,123"
train/train_000297.jpg,train,Humerus,3,Spiral,9,"91,131,149,171"
train/train_000298.jpg,train,Humerus Fracture,4,Greenstick,3,"107,140,153,157"
train/train_000299.jpg,train,Shoulder Fracture,5,Greenstick,3,"106,98,172,117"
train/train_000300.jpg,train,Wrist Positive,6,Oblique,7,"108,143,142,183"
train/train_000301.jpg,train,Elbow Positive,0,Comminuted,1,"121,109,167,125"
train/train_000302.jpg,train,Fingers Positive,1,Spiral,9,"105,134,149,174"
train/train_000303.jpg,train,Forearm Fracture,2,Avulsion,0,"123,165,161,184"
train/train_000304.jpg,train,Humerus,3,Pathological,8,"97,124,145,143"
train/train_000305.jpg,train,Humerus Fracture,4,Oblique,7,"106,130,168,170"
train/train_000306.jpg,train,Shoulder Fracture,5,Hairline,4,"98,147,134,167"
train/train_000307.jpg,train,Wrist Positive,6,Impacted,5,"90,138,138,156"
train/train_000308.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"126,70,166,90"
train/train_000309.jpg,train,Fingers Positive,1,Impacted,5,"110,81,144,103"
train/train_000310.jpg,train,Forearm Fracture,2,Oblique,7,"114,62,174,102"
train/train_000311.jpg,train,Humerus,3,Hairline,4,"109,136,149,158"
train/train_000312.jpg,train,Humerus Fracture,4,Oblique,7,"91,124,147,164"
train/train_000313.jpg,train,Shoulder Fracture,5,Longitudinal,6,"133,93,149,173"
train/train_000314.jpg,train,Wrist Positive,6,Oblique,7,"94,137,166,177"
train/train_000315.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"117,112,159,131"
train/train_000316.jpg,train,Fingers Positive,1,Spiral,9,"98,88,148,128"
train/train_000317.jpg,train,Forearm Fracture,2,Greenstick,3,"114,151,172,173"
train/train_000318.jpg,train,Humerus,3,Greenstick,3,"118,146,168,168"
train/train_000319.jpg,train,Humerus Fracture,4,Impacted,5,"112,70,150,89"
train/train_000320.jpg,train,Shoulder Fracture,5,Comminuted,1,"89,148,155,164"
train/train_000321.jpg,train,Wrist Positive,6,Impacted,5,"105,130,153,151"
train/train_000322.jpg,train,Elbow Positive,0,Avulsion,0,"107,128,167,149"
train/train_000323.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"98,106,166,123"
train/train_000324.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"97,98,135,117"
train/train_000325.jpg,train,Humerus,3,Longitudinal,6,"135,53,151,129"
train/train_000326.jpg,train,Humerus Fracture,4,Avulsion,0,"85,120,153,139"
train/train_000327.jpg,train,Shoulder Fracture,5,Hairline,4,"84,107,154,126"
train/train_000328.jpg,train,Wrist Positive,6,Longitudinal,6,"124,125,140,191"
train/train_000329.jpg,train,Elbow Positive,0,Hairline,4,"110,74,164,90"
train/train_000330.jpg,train,Fingers Positive,1,Impacted,5,"97,95,135,115"
train/train_000331.jpg,train,Forearm Fracture,2,Comminuted,1,"117,124,167,140"
train/train_000332.jpg,train,Humerus,3,Pathological,8,"107,137,163,154"
train/train_000333.jpg,train,Humerus Fracture,4,Impacted,5,"97,150,149,172"
train/train_000334.jpg,train,Shoulder Fracture,5,Oblique,7,"102,102,152,142"
train/train_000335.jpg,train,Wrist Positive,6,Greenstick,3,"115,176,159,195"
train/train_000336.jpg,train,Elbow Positive,0,Oblique,7,"115,140,149,180"
